State,City,Total_Orders,Total_Revenue,Unique_Customers
RS,lindolfo collor,1,130.65,1
RS,macambara,2,205.72,2
RS,machadinho,1,65.6,1
RS,mampituba,1,58.55,1
RS,manoel viana,3,260.36,3
RS,maquine,1,207.4,1
RS,marau,22,2631.98,22
RS,mariano moro,1,137.26,1
RS,marques de souza,1,45.0,1
RS,mata,1,418.35,1
RS,mato leitao,2,226.59,2
RS,maximiliano de almeida,3,422.55,3
RS,minas do leao,1,280.72,1
RS,miraguai,1,183.29,1
RS,montauri,2,514.42,2
RS,monte alverne,1,282.01,1
RS,monte belo do sul,1,116.74,1
RS,monte bonito,1,50.34,1
RS,montenegro,32,5643.51,32
RS,morro redondo,1,233.66,1
RS,morro reuter,3,741.4,3
RS,mostardas,11,1720.33,11
RS,nao-me-toque,7,1062.1,7
RS,nonoai,2,252.67,2
RS,nova alvorada,3,331.88,3
RS,nova araca,1,136.59,1
RS,nova bassano,4,471.77,4
RS,nova boa vista,1,75.85,1
RS,nova esperanca do sul,2,368.64,2
RS,nova hartz,3,755.22,3
RS,nova padua,1,89.36,1
RS,nova palma,2,466.62,2
RS,nova petropolis,8,600.06,8
RS,nova prata,16,1541.25,16
RS,nova roma do sul,1,1127.29,1
RS,nova santa rita,5,1064.0,5
RS,novo barreiro,2,232.02999999999997,2
RS,novo cabrais,1,71.15,1
RS,novo hamburgo,121,20527.59,121
RS,novo machado,1,77.66,1
RS,osorio,35,7225.75,35
RS,osvaldo kroeff,1,262.16,1
RS,padre gonzales,1,69.54,1
RS,palmares do sul,5,518.4,5
RS,palmeira das missoes,16,1943.52,16
RS,palmitinho,5,359.99,5
RS,panambi,17,4059.15,17
RS,pantano grande,3,348.93,3
RS,parai,3,290.6,3
RS,paraiso do sul,1,47.29,1
RS,pareci novo,1,37.1,1
RS,parobe,12,1985.07,12
RS,passo fundo,112,18088.81,112
RS,pedras altas,1,105.28,1
RS,pedro osorio,3,752.98,3
RS,pejucara,4,830.35,4
RS,pelotas,183,27209.33,183
RS,picada cafe,1,49.6,1
RS,pinhal da serra,1,35.0,1
RS,pinheiro machado,5,713.31,5
RS,piratini,1,87.64,1
RS,planalto,3,337.81,3
RS,polo petroquimico de triunfo,1,20.7,1
RS,pontao,1,71.79,1
RS,portao,10,959.46,10
RS,porto alegre,1342,214861.83,1342
RS,porto lucena,1,77.56,1
RS,porto xavier,5,690.1800000000001,5
RS,pouso novo,1,81.82,1
RS,presidente lucena,1,32.09,1
RS,progresso,1,242.59,1
RS,protasio alves,2,165.06,2
RS,putinga,2,182.56,2
RS,quarai,4,2474.1499999999996,4
RS,quevedos,2,131.69,2
RS,rainha do mar,1,82.03,1
RS,redentora,3,449.34000000000003,3
RS,restinga seca,3,324.33,3
RS,rio dos indios,1,102.75,1
RS,rio grande,121,19068.89,121
RS,rio pardo,5,791.45,5
RS,roca sales,2,237.16,2
RS,rodeio bonito,2,264.44,2
RS,rolante,9,1078.45,9
RS,ronda alta,6,1914.31,6
RS,roque gonzales,5,643.61,5
RS,rosario do sul,14,1292.52,14
RS,salto do jacui,4,301.94,4
RS,salvador do sul,1,206.99,1
RS,sananduva,6,585.57,6
RS,santa barbara do sul,2,180.09,2
RS,santa clara do sul,2,394.12,2
RS,santa cruz do sul,62,11974.65,62
RS,santa maria,193,37085.56,193
RS,santa maria do herval,1,115.44,1
RS,santa rosa,32,3601.11,32
RS,santa vitoria do palmar,12,2049.67,12
RS,santana da boa vista,2,115.8,2
RS,santana do livramento,20,4911.3,20
RS,santiago,26,2974.7,26
RS,santo angelo,45,6448.63,45
RS,santo antonio da patrulha,17,5603.12,17
RS,santo antonio das missoes,4,495.32,4
RS,santo antonio do palma,2,104.09,2
RS,santo antonio do planalto,1,221.07,1
RS,santo augusto,8,1319.28,8
RS,santo cristo,7,766.18,7
RS,santo expedito do sul,1,237.54,1
RS,sao borja,18,2616.8900000000003,18
RS,sao francisco de assis,2,145.39,2
RS,sao francisco de paula,5,622.6800000000001,5
RS,sao gabriel,23,2829.82,23
RS,sao jeronimo,7,729.3399999999999,7
RS,sao joao da urtiga,1,156.64,1
RS,sao jorge,1,87.02,1
RS,sao jose do hortencio,2,373.23,2
RS,sao jose do inhacora,1,102.7,1
RS,sao jose do norte,7,710.3199999999999,7
RS,sao jose do ouro,5,507.09,5
RS,sao leopoldo,103,13185.7,103
RS,sao lourenco do sul,14,2453.15,14
RS,sao luiz gonzaga,15,4008.72,15
RS,sao marcos,9,994.76,9
RS,sao martinho,1,448.32,1
RS,sao nicolau,1,138.6,1
RS,sao paulo das missoes,2,459.26,2
RS,sao pedro do butia,1,116.19,1
RS,sao pedro do sul,1,121.97,1
RS,sao sebastiao do cai,12,2053.37,12
RS,sao sepe,6,695.71,6
RS,sao valentim,3,609.47,3
RS,sao vendelino,2,194.28,2
RS,sapiranga,23,4014.95,23
RS,sapucaia do sul,39,6392.7,39
RS,sarandi,5,260.38,5
RS,seberi,2,169.67000000000002,2
RS,segredo,1,60.14,1
RS,selbach,1,68.13,1
RS,senador salgado filho,1,102.49,1
RS,serafina correa,9,1042.3799999999999,9
RS,serio,1,39.69,1
RS,sertao,3,410.35,3
RS,sertao santana,1,39.13,1
RS,sete de setembro,1,75.73,1
RS,silveira martins,1,155.14,1
RS,sinimbu,2,112.11,2
RS,sobradinho,3,403.11,3
RS,soledade,5,671.66,5
RS,tapejara,9,1364.49,9
RS,tapera,1,79.07,1
RS,tapes,6,934.26,6
RS,taquara,21,4954.91,21
RS,taquari,11,1870.86,11
RS,taquarucu do sul,1,93.29,1
RS,tavares,1,273.62,1
RS,tenente portela,3,604.0500000000001,3
RS,terra de areia,5,1250.93,5
RS,teutonia,14,1826.22,14
RS,tiradentes do sul,1,67.7,1
RS,toropi,3,1682.98,3
RS,torres,17,1833.3200000000002,17
RS,tramandai,25,3289.92,25
RS,travesseiro,1,32.71,1
RS,tres arroios,3,236.8,3
RS,tres cachoeiras,7,831.42,7
RS,tres coroas,6,910.48,6
RS,tres de maio,12,2334.85,12
RS,tres forquilhas,1,98.13,1
RS,tres passos,11,1503.72,11
RS,trindade do sul,4,3372.73,4
RS,triunfo,11,2180.86,11
RS,tucunduva,3,437.36,3
RS,tupancireta,4,469.51,4
RS,tupandi,3,361.04,3
RS,tuparendi,2,291.12,2
RS,uniao da serra,1,33.6,1
RS,unistalda,1,64.47,1
RS,uruguaiana,47,5460.4,47
RS,vacaria,21,2768.24,21
RS,vale do sol,1,37.09,1
RS,vale real,3,264.34000000000003,3
RS,vanini,1,106.87,1
RS,venancio aires,26,3352.84,26
RS,vera cruz,4,676.1,4
RS,veranopolis,18,2878.08,18
RS,vespasiano correa,1,163.25,1
RS,viamao,70,7987.71,70
RS,vicente dutra,1,31.22,1
RS,victor graeff,2,181.25,2
RS,vila flores,3,462.5,3
RS,vila langaro,3,191.91,3
RS,vila nova do sul,1,101.34,1
RS,vista alegre,1,37.1,1
RS,vitoria das missoes,1,64.0,1
RS,xangri-la,8,1192.8700000000001,8
SC,abdon batista,1,156.7,1
SC,abelardo luz,6,797.5799999999999,6
SC,agrolandia,1,60.91,1
SC,agronomica,2,281.5,2
SC,agua doce,1,336.05,1
SC,aguas frias,1,318.98,1
SC,aguas mornas,1,104.52,1
SC,alfredo wagner,2,844.67,2
SC,anchieta,3,357.53,3
SC,angelina,1,142.05,1
SC,anita garibaldi,5,385.93,5
SC,anitapolis,2,642.38,2
SC,antonio carlos,2,245.94,2
SC,apiuna,7,1484.8,7
SC,araquari,11,1285.3600000000001,11
SC,ararangua,18,2786.74,18
SC,armazem,2,289.35,2
SC,arroio trinta,1,185.84,1
SC,arvoredo,1,49.4,1
SC,ascurra,4,414.25,4
SC,atalanta,1,351.0,1
SC,aurora,2,425.47,2
SC,balneario arroio do silva,4,450.66999999999996,4
SC,balneario barra do sul,4,482.62,4
SC,balneario camboriu,97,18971.08,97
SC,balneario gaivota,3,329.12,3
SC,balneario picarras,8,1619.82,8
SC,balneario rincao,3,444.3,3
SC,barra velha,15,2014.4099999999999,15
SC,belmonte,1,202.5,1
SC,benedito novo,6,1093.77,6
SC,biguacu,22,3738.8900000000003,22
SC,blumenau,181,28625.75,181
SC,bom jesus,2,993.16,2
SC,bom retiro,1,88.37,1
SC,bombinhas,15,2305.3,15
SC,botuvera,2,215.17000000000002,2
SC,braco do norte,20,3423.42,20
SC,brusque,60,9731.21,60
SC,cacador,40,5469.62,40
SC,caibi,3,180.41,3
SC,calmon,1,67.5,1
SC,camboriu,27,3711.42,27
SC,campo alegre,2,230.39,2
SC,campo ere,7,706.0699999999999,7
SC,campos novos,14,2438.37,14
SC,canelinha,4,1012.72,4
SC,canoinhas,27,5291.02,27
SC,capinzal,10,1469.23,10
SC,capivari de baixo,5,1028.73,5
SC,catanduvas,6,834.99,6
SC,caxambu do sul,1,34.6,1
SC,celso ramos,2,1440.96,2
SC,cerro negro,1,153.32,1
SC,chapadao do lageado,1,321.9,1
SC,chapeco,101,17500.06,101
SC,cocal do sul,4,2182.2400000000002,4
SC,concordia,47,6730.96,47
SC,coronel freitas,1,98.65,1
SC,coronel martins,2,152.14,2
SC,correia pinto,11,1680.18,11
SC,corupa,4,568.4300000000001,4
SC,criciuma,91,16054.82,91
SC,cunha pora,5,820.95,5
SC,curitibanos,20,3469.8,20
SC,dionisio cerqueira,3,500.53999999999996,3
SC,dona emma,1,47.81,1
SC,faxinal dos guedes,11,1948.77,11
SC,florianopolis,556,97865.39,556
SC,forquilhinha,13,1468.18,13
SC,fragosos,1,115.9,1
SC,fraiburgo,13,2338.54,13
SC,frei rogerio,1,121.09,1
SC,galvao,1,78.02,1
SC,garopaba,22,3288.64,22
SC,garuva,5,1647.66,5
SC,gaspar,29,11602.95,29
SC,governador celso ramos,3,463.36,3
SC,grao para,3,269.92999999999995,3
SC,gravatal,6,1418.28,6
SC,guabiruba,5,786.81,5
SC,guaraciaba,1,73.38,1
SC,guaramirim,13,1736.26,13
SC,guaruja do sul,4,395.63,4
SC,herval d'oeste,9,1386.93,9
SC,ibiam,4,460.34,4
SC,ibicare,2,262.09000000000003,2
SC,ibirama,13,1429.2,13
SC,icara,21,2850.9,21
SC,ilhota,4,877.22,4
SC,imbituba,31,3593.92,31
SC,imbuia,4,1759.81,4
SC,indaial,26,4052.06,26
SC,iomere,1,63.79,1
SC,ipira,2,194.74,2
SC,ipora do oeste,6,615.23,6
SC,ipumirim,5,377.52,5
SC,irani,4,372.32,4
SC,irineopolis,4,279.87,4
SC,ita,3,368.03,3
SC,itaiopolis,8,1555.42,8
SC,itajai,119,21465.52,119
SC,itapema,44,7233.42,44
SC,itapiranga,11,2921.8900000000003,11
SC,itapoa,9,1087.75,9
SC,ituporanga,15,3580.25,15
SC,jabora,2,302.78999999999996,2
SC,jacinto machado,4,447.17,4
SC,jaguaruna,2,196.89,2
SC,jaragua do sul,88,15299.9,88
SC,joacaba,26,5233.09,26
SC,joinville,257,40508.69,257
SC,jose boiteux,1,165.0,1
SC,lages,83,13616.23,83
SC,laguna,14,2696.25,14
SC,lajeado grande,1,145.08,1
SC,laurentino,5,863.27,5
SC,lauro muller,8,1597.19,8
SC,leoberto leal,1,40.09,1
SC,lindoia do sul,1,120.22,1
SC,lontras,3,455.59,3
SC,luiz alves,2,144.4,2
SC,macieira,1,55.56,1
SC,mafra,25,2327.31,25
SC,major vieira,3,329.03,3
SC,maracana,2,331.25,2
SC,maravilha,9,686.6,9
SC,massaranduba,3,479.34000000000003,3
SC,meleiro,3,262.78999999999996,3
SC,mondai,2,458.31,2
SC,monte carlo,3,372.87,3
SC,monte castelo,1,96.65,1
SC,morro da fumaca,7,1921.45,7
SC,morro grande,1,158.58,1
SC,navegantes,31,7500.85,31
SC,nossa senhora de caravaggio,1,154.38,1
SC,nova erechim,3,306.78,3
SC,nova itaberaba,2,344.77,2
SC,nova trento,6,972.21,6
SC,nova veneza,3,470.9,3
SC,novo horizonte,1,92.67,1
SC,orleans,8,1617.67,8
SC,otacilio costa,5,1162.8500000000001,5
SC,ouro,1,310.25,1
SC,paial,1,165.71,1
SC,palhoca,90,12938.05,90
SC,palma sola,4,1010.5500000000001,4
SC,palmeira,3,665.88,3
SC,palmitos,5,760.98,5
SC,papanduva,8,876.65,8
SC,paraiso,1,99.65,1
SC,passo de torres,7,731.26,7
SC,passos maia,2,248.1,2
SC,paulo lopes,2,271.66,2
SC,penha,15,2379.71,15
SC,peritiba,2,144.70999999999998,2
SC,petrolandia,5,712.05,5
SC,picarras,1,170.84,1
SC,pinhalzinho,9,1040.2,9
SC,piratuba,5,1095.8799999999999,5
SC,pomerode,9,1797.55,9
SC,ponte alta do norte,1,59.46,1
SC,ponte serrada,3,483.78,3
SC,porto belo,9,1079.3200000000002,9
SC,porto uniao,14,3329.43,14
SC,pouso redondo,3,655.27,3
SC,praia grande,4,536.92,4
SC,presidente castello branco,1,35.0,1
SC,presidente getulio,6,846.13,6
SC,presidente nereu,1,70.61,1
SC,quilombo,4,240.79,4
SC,rancho queimado,2,343.99,2
SC,rio das antas,2,213.78,2
SC,rio do campo,4,822.25,4
SC,rio do oeste,3,433.84000000000003,3
SC,rio do sul,35,5695.14,35
SC,rio dos cedros,1,67.82,1
SC,rio fortuna,3,527.47,3
SC,rio negrinho,13,1381.73,13
SC,rio rufino,1,76.66,1
SC,riqueza,3,302.68,3
SC,rodeio,7,985.9499999999999,7
SC,romelandia,1,176.87,1
SC,salto veloso,4,497.07,4
SC,sangao,3,316.25,3
SC,santa cecilia,4,579.5,4
SC,santa cruz do timbo,1,49.31,1
SC,santa rosa de lima,3,232.79,3
SC,santa rosa do sul,1,218.27,1
SC,santa terezinha,1,66.01,1
SC,santo amaro da imperatriz,11,3245.7,11
SC,sao bento do sul,44,6105.45,44
SC,sao bernardino,1,208.48,1
SC,sao bonifacio,1,116.46,1
SC,sao carlos,5,688.57,5
SC,sao cristovao do sul,1,137.07,1
SC,sao domingos,2,182.18,2
SC,sao francisco do sul,16,1890.5,16
SC,sao joao batista,10,2080.58,10
SC,sao joao do sul,2,902.37,2
SC,sao joaquim,9,1310.39,9
SC,sao jose,167,24230.43,167
SC,sao jose do cedro,5,598.77,5
SC,sao jose do cerrito,3,333.34000000000003,3
SC,sao lourenco do oeste,9,997.13,9
SC,sao ludgero,3,746.51,3
SC,sao martinho,2,489.99,2
SC,sao miguel do oeste,39,7165.31,39
SC,sao pedro de alcantara,2,312.90999999999997,2
SC,saudades,4,428.95,4
SC,schroeder,9,1356.76,9
SC,seara,5,694.8199999999999,5
SC,sideropolis,4,371.11,4
SC,sombrio,10,1437.12,10
SC,taio,14,4792.66,14
SC,tangara,1,373.82,1
SC,tijucas,30,4144.17,30
SC,timbe do sul,3,262.92,3
SC,timbo,20,4468.12,20
SC,tres barras,5,380.56,5
SC,treviso,1,136.98,1
SC,treze tilias,11,1159.36,11
SC,trombudo central,4,250.85999999999999,4
SC,tubarao,60,12130.98,60
SC,tunapolis,1,343.68,1
SC,turvo,4,258.53000000000003,4
SC,uniao do oeste,1,40.09,1
SC,urubici,3,378.58,3
SC,urussanga,10,1083.08,10
SC,vargeao,1,520.65,1
SC,vargem bonita,5,826.27,5
SC,videira,44,9246.03,44
SC,witmarsum,3,230.35,3
SC,xanxere,29,4906.49,29
SC,xavantina,2,217.70999999999998,2
SC,xaxim,10,1928.25,10
SC,zortea,2,137.57,2
SE,aquidaba,1,113.55,1
SE,aracaju,213,42347.44,213
SE,barra dos coqueiros,3,629.46,3
SE,brejo grande,1,268.84,1
SE,campo do brito,1,114.89,1
SE,caninde de sao francisco,2,359.83,2
SE,capela,3,889.1700000000001,3
SE,carmopolis,2,163.45,2
SE,cedro de sao joao,3,2235.98,3
SE,cristinapolis,1,145.37,1
SE,estancia,9,3157.95,9
SE,general maynard,1,217.85,1
SE,graccho cardoso,1,723.72,1
SE,indiaroba,1,68.8,1
SE,itabaiana,15,3840.41,15
SE,itabaianinha,2,289.33,2
SE,itabi,1,141.03,1
SE,itaporanga d'ajuda,1,263.24,1
SE,japaratuba,1,138.24,1
SE,japoata,1,220.6,1
SE,lagarto,11,2362.35,11
SE,macambira,1,259.15,1
SE,malhador,1,58.14,1
SE,monte alegre de sergipe,1,128.0,1
SE,neopolis,1,257.1,1
SE,nossa senhora da gloria,2,274.72,2
SE,nossa senhora das dores,1,598.23,1
SE,nossa senhora de lourdes,1,118.1,1
SE,nossa senhora do socorro,14,2809.56,14
SE,pinhao,1,469.47,1
SE,pirambu,1,305.77,1
SE,poco redondo,1,546.78,1
SE,poco verde,4,689.3100000000001,4
SE,propria,3,559.99,3
SE,riachuelo,1,90.97,1
SE,ribeiropolis,1,100.77,1
SE,santo amaro das brotas,1,62.28,1
SE,sao cristovao,7,900.4300000000001,7
SE,sao francisco,3,1072.06,3
SE,sao miguel do aleixo,1,70.86,1
SE,simao dias,7,1082.91,7
SE,telha,1,229.65,1
SE,tobias barreto,2,264.52,2
SE,tomar do geru,2,333.47,2
SE,umbauba,3,315.39,3
SP,adamantina,35,6108.5,35
SP,adolfo,5,441.59000000000003,5
SP,agisse,1,56.37,1
SP,aguai,9,2370.7999999999997,9
SP,aguas da prata,10,1257.57,10
SP,aguas de lindoia,22,3758.36,22
SP,aguas de santa barbara,3,202.03,3
SP,aguas de sao pedro,2,304.03,2
SP,agudos,16,1508.95,16
SP,ajapi,1,121.34,1
SP,alambari,3,228.94,3
SP,alfredo marcondes,1,169.23,1
SP,altinopolis,4,1506.04,4
SP,aluminio,13,1500.64,13
SP,alvares florence,2,227.23,2
SP,alvares machado,8,4227.42,8
SP,alvaro de carvalho,2,399.0,2
SP,americana,216,28142.82,216
SP,americo brasiliense,17,2688.89,17
SP,americo de campos,1,293.36,1
SP,amparo,63,12606.72,63
SP,analandia,4,575.7,4
SP,andradina,40,7089.02,40
SP,angatuba,8,983.03,8
SP,anhembi,1,120.09,1
SP,anhumas,1,72.42,1
SP,aparecida,25,4208.91,25
SP,aparecida d'oeste,1,31.75,1
SP,aparecida de monte alto,1,199.26,1
SP,aparecida de sao manuel,2,256.78999999999996,2
SP,apiai,6,714.94,6
SP,aracariguama,8,751.61,8
SP,aracatuba,138,19261.27,138
SP,aracoiaba da serra,11,1701.76,11
SP,aramina,1,111.61,1
SP,arandu,3,332.64,3
SP,arapei,2,353.71,2
SP,araraquara,150,22649.93,150
SP,araras,93,15010.42,93
SP,arealva,3,236.92000000000002,3
SP,areias,3,568.63,3
SP,areiopolis,3,944.24,3
SP,ariranha,5,647.27,5
SP,artur nogueira,40,6723.88,40
SP,aruja,68,8699.66,68
SP,assis,84,13819.31,84
SP,atibaia,154,23180.88,154
SP,auriflama,10,2029.77,10
SP,avanhandava,7,905.33,7
SP,avare,63,9713.47,63
SP,bady bassitt,6,615.24,6
SP,balbinos,1,69.29,1
SP,balsamo,6,1383.48,6
SP,bananal,5,702.49,5
SP,bandeirantes d'oeste,1,65.09,1
SP,barao ataliba nogueira,1,1351.51,1
SP,bariri,15,3075.22,15
SP,barra bonita,28,4440.92,28
SP,barra do turvo,3,380.5,3
SP,barretos,69,10351.45,69
SP,barrinha,18,3321.15,18
SP,barueri,419,57077.11,419
SP,bastos,17,1673.94,17
SP,batatais,27,6130.55,27
SP,bauru,263,44292.81,263
SP,bebedouro,51,6141.75,51
SP,bento de abreu,2,371.48,2
SP,bernardino de campos,4,328.87,4
SP,bertioga,47,10451.08,47
SP,bilac,7,817.86,7
SP,birigui,78,16626.83,78
SP,biritiba-mirim,10,1579.77,10
SP,boa esperanca do sul,11,1012.62,11
SP,bocaina,6,1520.62,6
SP,bofete,5,758.67,5
SP,boituva,47,7974.5,47
SP,bom jesus dos perdoes,17,1930.03,17
SP,bonfim paulista,18,2850.17,18
SP,bora,1,139.71,1
SP,boraceia,1,39.96,1
SP,borborema,8,936.8,8
SP,botelho,1,265.04,1
SP,botucatu,100,18965.12,100
SP,braganca paulista,144,22683.22,144
SP,brauna,5,482.35,5
SP,brodowski,9,1123.3999999999999,9
SP,brotas,12,1269.88,12
SP,buri,10,1103.39,10
SP,buritama,9,1234.42,9
SP,buritizal,2,102.88,2
SP,cabralia paulista,4,263.31,4
SP,cabreuva,6,834.1199999999999,6
SP,cacapava,72,11473.43,72
SP,cachoeira paulista,25,3768.0099999999998,25
SP,caconde,10,1829.5700000000002,10
SP,cafelandia,8,846.2,8
SP,caieiras,97,14186.28,97
SP,caiua,2,170.99,2
SP,cajamar,97,11413.59,97
SP,cajati,16,2100.69,16
SP,cajobi,8,1162.89,8
SP,cajuru,9,793.9,9
SP,campina do monte alegre,2,291.99,2
SP,campinas,1406,209028.97,1406
SP,campo limpo paulista,47,5581.77,47
SP,campos do jordao,25,3913.12,25
SP,cananeia,8,838.89,8
SP,candido mota,16,1824.1000000000001,16
SP,candido rodrigues,4,134.3,4
SP,canitar,2,317.91999999999996,2
SP,capao bonito,28,3622.16,28
SP,capela do alto,3,1004.25,3
SP,capivari,32,5252.8099999999995,32
SP,caraguatatuba,83,13412.43,83
SP,carapicuiba,316,36704.65,316
SP,cardoso,6,1095.32,6
SP,casa branca,13,1500.45,13
SP,cassia dos coqueiros,1,90.17,1
SP,castilho,10,3043.6,10
SP,catanduva,72,10922.03,72
SP,catigua,6,788.52,6
SP,cedral,6,540.35,6
SP,cerqueira cesar,18,4059.12,18
SP,cerquilho,30,3861.71,30
SP,cesario lange,13,2209.06,13
SP,charqueada,10,1290.88,10
SP,chavantes,12,1154.14,12
SP,cipo-guacu,1,78.71,1
SP,clementina,4,472.98,4
SP,colina,9,762.25,9
SP,colombia,5,457.24,5
SP,conchal,19,2464.88,19
SP,conchas,8,1229.22,8
SP,cordeiropolis,15,1597.09,15
SP,coroados,2,239.34,2
SP,coronel macedo,2,118.25,2
SP,corumbatai,2,74.13,2
SP,cosmopolis,50,7645.2699999999995,50
SP,cosmorama,6,1091.55,6
SP,cotia,242,33665.27,242
SP,cravinhos,24,2838.32,24
SP,cristais paulista,4,600.64,4
SP,cruzalia,3,348.25,3
SP,cruzeiro,56,7458.77,56
SP,cubatao,79,8171.42,79
SP,cunha,14,3118.0,14
SP,descalvado,13,1439.57,13
SP,diadema,276,33305.0,276
SP,divinolandia,7,1482.9,7
SP,dobrada,2,508.9,2
SP,dois corregos,11,1402.59,11
SP,dourado,8,1098.35,8
SP,dracena,27,5186.38,27
SP,duartina,10,1453.3,10
SP,dumont,3,336.91999999999996,3
SP,echapora,2,847.25,2
SP,eldorado,5,622.22,5
SP,elias fausto,5,481.48,5
SP,elisiario,1,64.1,1
SP,embauba,1,414.81,1
SP,embu,11,1719.66,11
SP,embu das artes,157,22400.920000000002,157
SP,embu-guacu,46,7062.82,46
SP,emilianopolis,2,198.49,2
SP,engenheiro balduino,1,205.54,1
SP,engenheiro coelho,12,1186.47,12
SP,espigao,2,100.52,2
SP,espirito santo do pinhal,18,2464.28,18
SP,espirito santo do turvo,2,268.84000000000003,2
SP,estiva gerbi,7,1090.98,7
SP,estrela d oeste,1,156.33,1
SP,estrela d'oeste,1,257.45,1
SP,estrela do norte,3,210.76999999999998,3
SP,euclides da cunha paulista,2,186.39,2
SP,fartura,10,2106.41,10
SP,fernando prestes,6,696.5799999999999,6
SP,fernandopolis,52,8366.45,52
SP,fernao,1,40.85,1
SP,ferraz de vasconcelos,109,17385.65,109
SP,flora rica,1,237.26,1
SP,floreal,2,225.0,2
SP,florida paulista,4,416.53,4
SP,florinia,1,57.61,1
SP,franca,154,25275.25,154
SP,francisco morato,94,9688.8,94
SP,franco da rocha,108,11830.23,108
SP,gabriel monteiro,1,48.72,1
SP,galia,1,217.64,1
SP,garca,27,3468.68,27
SP,gastao vidigal,3,283.72,3
SP,gaviao peixoto,2,142.04000000000002,2
SP,general salgado,6,587.28,6
SP,getulina,2,131.01999999999998,2
SP,glicerio,2,366.88,2
SP,guaicara,8,917.5600000000001,8
SP,guaira,36,4423.03,36
SP,guapiacu,6,995.55,6
SP,guapiara,3,251.95,3
SP,guara,7,1064.04,7
SP,guaracai,5,767.11,5
SP,guaraci,2,511.57,2
SP,guaranta,5,715.01,5
SP,guarapua,1,75.17,1
SP,guararapes,18,1566.9,18
SP,guararema,11,1370.41,11
SP,guaratingueta,96,16593.2,96
SP,guarei,5,1187.44,5
SP,guariba,14,1810.72,14
SP,guariroba,2,320.56,2
SP,guaruja,217,32647.07,217
SP,guarulhos,1144,157750.04,1144
SP,guatapara,1,87.97,1
SP,guzolandia,1,143.31,1
SP,herculandia,3,220.64,3
SP,holambra,23,3102.05,23
SP,holambra ii,5,1012.82,5
SP,hortolandia,142,18413.0,142
SP,iacanga,6,427.95,6
SP,iacri,2,81.62,2
SP,iaras,1,93.57,1
SP,ibate,12,1767.29,12
SP,ibira,6,830.15,6
SP,ibirarema,5,498.19,5
SP,ibitinga,22,3368.45,22
SP,ibitiuva,1,27.69,1
SP,ibiuna,31,4009.93,31
SP,icem,9,1043.6399999999999,9
SP,iepe,5,368.51,5
SP,igaracu do tiete,4,157.66,4
SP,igarapava,7,897.02,7
SP,igarata,5,843.87,5
SP,iguape,14,1615.2,14
SP,ilha comprida,3,254.85000000000002,3
SP,ilha solteira,24,2694.73,24
SP,ilhabela,44,3989.88,44
SP,indaiatuba,274,41313.44,274
SP,indiana,3,389.33,3
SP,indiapora,3,404.14,3
SP,inubia paulista,3,344.7,3
SP,ipaussu,7,1409.26,7
SP,ipero,18,3079.8,18
SP,ipigua,2,287.65999999999997,2
SP,ipua,4,2096.16,4
SP,iracemapolis,18,1532.5,18
SP,irape,2,429.29999999999995,2
SP,irapua,4,268.14,4
SP,irapuru,6,985.29,6
SP,itabera,7,1522.98,7
SP,itai,10,1972.66,10
SP,itajobi,10,1915.73,10
SP,itaju,3,1008.37,3
SP,itanhaem,74,11370.65,74
SP,itaoca,1,78.01,1
SP,itapecerica da serra,93,9846.11,93
SP,itapetininga,77,14048.46,77
SP,itapeva,52,7300.21,52
SP,itapevi,170,21190.41,170
SP,itapira,52,7984.62,52
SP,itapirapua paulista,2,514.0699999999999,2
SP,itapolis,28,4026.78,28
SP,itaporanga,12,2621.13,12
SP,itapui,7,1430.8899999999999,7
SP,itapura,6,426.6,6
SP,itaquaquecetuba,168,21421.82,168
SP,itarare,28,4520.99,28
SP,itariri,6,1378.73,6
SP,itatiba,97,13634.02,97
SP,itatinga,4,1832.1,4
SP,itirapina,2,179.21,2
SP,itobi,7,591.42,7
SP,itu,129,14236.31,129
SP,itupeva,42,6039.66,42
SP,ituverava,28,4325.59,28
SP,jaborandi,3,166.38,3
SP,jaboticabal,50,6776.97,50
SP,jacare,8,952.58,8
SP,jacarei,189,20939.76,189
SP,jaci,2,143.41000000000003,2
SP,jacupiranga,5,885.57,5
SP,jaguariuna,60,9595.58,60
SP,jales,28,3478.63,28
SP,jamaica,1,71.85,1
SP,jambeiro,4,395.03999999999996,4
SP,jandira,84,9658.31,84
SP,jardinopolis,13,1851.48,13
SP,jarinu,18,1712.06,18
SP,jau,73,10847.52,73
SP,jeriquara,1,144.65,1
SP,joanopolis,6,904.5100000000001,6
SP,joao ramalho,3,479.57,3
SP,jose bonifacio,12,1666.93,12
SP,julio mesquita,2,984.59,2
SP,jumirim,3,408.24,3
SP,jundiai,549,90314.82,549
SP,junqueiropolis,15,2505.96,15
SP,juquia,9,880.09,9
SP,juquitiba,21,3529.98,21
SP,lagoinha,3,668.73,3
SP,laranjal paulista,17,2583.82,17
SP,lavinia,4,390.41,4
SP,lavrinhas,1,621.35,1
SP,leme,50,9157.01,50
SP,lencois paulista,43,7565.48,43
SP,limeira,186,26060.739999999998,186
SP,lindoia,9,751.34,9
SP,lins,54,10363.81,54
SP,lorena,82,9137.71,82
SP,lourdes,2,223.84,2
SP,louveira,44,5615.7300000000005,44
SP,lucelia,12,1147.89,12
